Peptide,Protein,Y
hsm-2883,hsm-8375,1
hsm-2885,hsm-8375,1
hsm-2888,hsm-8375,1
hsm-2914,hsm-8375,1
hsm-2963,hsm-8375,1
hsm-2983,hsm-8375,1
hsm-3073,hsm-8375,1
hsm-3114,hsm-8375,1
hsm-3256,hsm-8375,1
hsm-3271,hsm-8375,1
hsm-3314,hsm-8375,1
hsm-3369,hsm-8375,1
hsm-3425,hsm-8375,1
hsm-3432,hsm-8375,1
hsm-3455,hsm-8375,1
hsm-7724,hsm-8375,1
hsm-3489,hsm-8375,1
hsm-3507,hsm-8375,1
hsm-3539,hsm-8375,1
hsm-3751,hsm-8375,1
hsm-7807,hsm-8375,1
hsm-3760,hsm-8375,1
hsm-3777,hsm-8375,1
hsm-3800,hsm-8375,1
hsm-3811,hsm-8375,1
hsm-3852,hsm-8375,1
hsm-3860,hsm-8375,1
hsm-3863,hsm-8375,1
hsm-3876,hsm-8375,1
hsm-3877,hsm-8375,1
hsm-3910,hsm-8375,1
hsm-3936,hsm-8375,1
hsm-3955,hsm-8375,1
hsm-3979,hsm-8375,1
hsm-4012,hsm-8375,1
hsm-7809,hsm-8375,1
hsm-4056,hsm-8375,1
hsm-4095,hsm-8375,1
hsm-4107,hsm-8375,1
hsm-4120,hsm-8375,1
hsm-4157,hsm-8375,1
hsm-4182,hsm-8375,1
hsm-4215,hsm-8375,1
hsm-4226,hsm-8375,1
hsm-4238,hsm-8375,1
hsm-4327,hsm-8375,1
hsm-4344,hsm-8375,1
hsm-4345,hsm-8375,1
hsm-4356,hsm-8375,1
hsm-7743,hsm-8375,1
hsm-4540,hsm-8375,1
hsm-4595,hsm-8375,1
hsm-4609,hsm-8375,1
hsm-4624,hsm-8375,1
hsm-7745,hsm-8375,1
hsm-4702,hsm-8375,1
hsm-4868,hsm-8375,1
hsm-7814,hsm-8375,1
hsm-4950,hsm-8375,1
hsm-4999,hsm-8375,1
hsm-5007,hsm-8375,1
hsm-5031,hsm-8375,1
hsm-5071,hsm-8375,1
hsm-5104,hsm-8375,1
hsm-5107,hsm-8375,1
hsm-5116,hsm-8375,1
hsm-5129,hsm-8375,1
hsm-5140,hsm-8375,1
hsm-5151,hsm-8375,1
hsm-7755,hsm-8375,1
hsm-5215,hsm-8375,1
hsm-5254,hsm-8375,1
hsm-7756,hsm-8375,1
hsm-7757,hsm-8375,1
hsm-5294,hsm-8375,1
hsm-5305,hsm-8375,1
hsm-5316,hsm-8375,1
hsm-7759,hsm-8375,1
hsm-5329,hsm-8375,1
hsm-5383,hsm-8375,1
hsm-5426,hsm-8375,1
hsm-5447,hsm-8375,1
hsm-5479,hsm-8375,1
hsm-5514,hsm-8375,1
hsm-5670,hsm-8375,1
hsm-5766,hsm-8375,1
hsm-5783,hsm-8375,1
hsm-5810,hsm-8375,1
hsm-5823,hsm-8375,1
hsm-5870,hsm-8375,1
hsm-5917,hsm-8375,1
hsm-6121,hsm-8375,1
hsm-7763,hsm-8375,1
hsm-7819,hsm-8375,1
hsm-6193,hsm-8375,1
hsm-6217,hsm-8375,1
hsm-6299,hsm-8375,1
hsm-6308,hsm-8375,1
hsm-6339,hsm-8375,1
hsm-6363,hsm-8375,1
hsm-6402,hsm-8375,1
hsm-6409,hsm-8375,1
hsm-6450,hsm-8375,1
hsm-6468,hsm-8375,1
hsm-6494,hsm-8375,1
hsm-6528,hsm-8375,1
hsm-7768,hsm-8375,1
hsm-6586,hsm-8375,1
hsm-6592,hsm-8375,1
hsm-6608,hsm-8375,1
hsm-6640,hsm-8375,1
hsm-6674,hsm-8375,1
hsm-6707,hsm-8375,1
hsm-6709,hsm-8375,1
hsm-6739,hsm-8375,1
hsm-6754,hsm-8375,1
hsm-7007,hsm-8375,1
hsm-7060,hsm-8375,1
hsm-7103,hsm-8375,1
hsm-7174,hsm-8375,1
hsm-7260,hsm-8375,1
hsm-7261,hsm-8375,1
hsm-7272,hsm-8375,1
hsm-7282,hsm-8375,1
hsm-7357,hsm-8375,1
hsm-7403,hsm-8375,1
hsm-7426,hsm-8375,1
hsm-7781,hsm-8375,1
hsm-7475,hsm-8375,1
hsm-7488,hsm-8375,1
hsm-7493,hsm-8375,1
hsm-7517,hsm-8375,1
hsm-7782,hsm-8375,1
hsm-7621,hsm-8375,1
hsm-7622,hsm-8375,1
hsm-7635,hsm-8375,1
hsm-7638,hsm-8375,1
hsm-7650,hsm-8375,1
hsm-7667,hsm-8375,1
hsm-7670,hsm-8375,1
hsm-7671,hsm-8375,1
hsm-0,hsm-8376,1
hsm-11,hsm-8376,1
hsm-13,hsm-8376,1
hsm-36,hsm-8376,1
hsm-54,hsm-8376,1
hsm-76,hsm-8376,1
hsm-129,hsm-8376,1
hsm-131,hsm-8376,1
hsm-156,hsm-8376,1
hsm-160,hsm-8376,1
hsm-163,hsm-8376,1
hsm-196,hsm-8376,1
hsm-219,hsm-8376,1
hsm-7675,hsm-8376,1
hsm-273,hsm-8376,1
hsm-286,hsm-8376,1
hsm-296,hsm-8376,1
hsm-307,hsm-8376,1
hsm-7788,hsm-8376,1
hsm-7676,hsm-8376,1
hsm-313,hsm-8376,1
hsm-333,hsm-8376,1
hsm-406,hsm-8376,1
hsm-423,hsm-8376,1
hsm-434,hsm-8376,1
hsm-437,hsm-8376,1
hsm-448,hsm-8376,1
hsm-464,hsm-8376,1
hsm-491,hsm-8376,1
hsm-517,hsm-8376,1
hsm-528,hsm-8376,1
hsm-535,hsm-8376,1
hsm-551,hsm-8376,1
hsm-569,hsm-8376,1
hsm-602,hsm-8376,1
hsm-606,hsm-8376,1
hsm-618,hsm-8376,1
hsm-630,hsm-8376,1
hsm-636,hsm-8376,1
hsm-669,hsm-8376,1
hsm-679,hsm-8376,1
hsm-684,hsm-8376,1
hsm-694,hsm-8376,1
hsm-700,hsm-8376,1
hsm-707,hsm-8376,1
hsm-7792,hsm-8376,1
hsm-780,hsm-8376,1
hsm-789,hsm-8376,1
hsm-828,hsm-8376,1
hsm-837,hsm-8376,1
hsm-841,hsm-8376,1
hsm-873,hsm-8376,1
hsm-879,hsm-8376,1
hsm-7684,hsm-8376,1
hsm-1037,hsm-8376,1
hsm-7686,hsm-8376,1
hsm-7827,hsm-8376,1
hsm-7688,hsm-8376,1
hsm-7795,hsm-8376,1
hsm-1126,hsm-8376,1
hsm-7690,hsm-8376,1
hsm-1303,hsm-8376,1
hsm-1360,hsm-8376,1
hsm-1361,hsm-8376,1
hsm-7692,hsm-8376,1
hsm-1465,hsm-8376,1
hsm-1505,hsm-8376,1
hsm-7698,hsm-8376,1
hsm-7700,hsm-8376,1
hsm-1675,hsm-8376,1
hsm-7701,hsm-8376,1
hsm-1688,hsm-8376,1
hsm-1721,hsm-8376,1
hsm-1722,hsm-8376,1
hsm-1743,hsm-8376,1
hsm-1808,hsm-8376,1
hsm-7702,hsm-8376,1
hsm-1866,hsm-8376,1
hsm-1945,hsm-8376,1
hsm-2025,hsm-8376,1
hsm-7798,hsm-8376,1
hsm-2057,hsm-8376,1
hsm-7708,hsm-8376,1
hsm-7799,hsm-8376,1
hsm-2179,hsm-8376,1
hsm-7709,hsm-8376,1
hsm-2320,hsm-8376,1
hsm-2367,hsm-8376,1
hsm-2432,hsm-8376,1
hsm-2494,hsm-8376,1
hsm-2575,hsm-8376,1
hsm-2727,hsm-8376,1
hsm-7712,hsm-8376,1
hsm-2791,hsm-8376,1
hsm-7800,hsm-8376,1
hsm-2808,hsm-8376,1
hsm-7713,hsm-8376,1
hsm-2815,hsm-8376,1
hsm-2820,hsm-8376,1
hsm-2823,hsm-8376,1
hsm-7801,hsm-8376,1
hsm-2858,hsm-8376,1
hsm-2864,hsm-8376,1
hsm-2866,hsm-8376,1
hsm-2867,hsm-8376,1
hsm-7715,hsm-8376,1
hsm-2883,hsm-8376,1
hsm-2888,hsm-8376,1
hsm-2890,hsm-8376,1
hsm-2964,hsm-8376,1
hsm-3060,hsm-8376,1
hsm-3121,hsm-8376,1
hsm-3264,hsm-8376,1
hsm-3318,hsm-8376,1
hsm-7718,hsm-8376,1
hsm-3325,hsm-8376,1
hsm-3362,hsm-8376,1
hsm-3363,hsm-8376,1
hsm-7719,hsm-8376,1
hsm-3400,hsm-8376,1
hsm-3406,hsm-8376,1
hsm-3424,hsm-8376,1
hsm-7804,hsm-8376,1
hsm-3438,hsm-8376,1
hsm-3451,hsm-8376,1
hsm-3453,hsm-8376,1
hsm-3465,hsm-8376,1
hsm-3473,hsm-8376,1
hsm-7726,hsm-8376,1
hsm-3507,hsm-8376,1
hsm-7727,hsm-8376,1
hsm-3582,hsm-8376,1
hsm-7806,hsm-8376,1
hsm-3619,hsm-8376,1
hsm-7730,hsm-8376,1
hsm-3681,hsm-8376,1
hsm-7807,hsm-8376,1
hsm-3802,hsm-8376,1
hsm-3860,hsm-8376,1
hsm-3867,hsm-8376,1
hsm-3876,hsm-8376,1
hsm-3885,hsm-8376,1
hsm-3891,hsm-8376,1
hsm-3922,hsm-8376,1
hsm-3934,hsm-8376,1
hsm-3936,hsm-8376,1
hsm-3937,hsm-8376,1
hsm-3941,hsm-8376,1
hsm-7733,hsm-8376,1
hsm-7735,hsm-8376,1
hsm-4013,hsm-8376,1
hsm-7809,hsm-8376,1
hsm-4060,hsm-8376,1
hsm-4071,hsm-8376,1
hsm-4076,hsm-8376,1
hsm-4109,hsm-8376,1
hsm-4123,hsm-8376,1
hsm-7810,hsm-8376,1
hsm-4161,hsm-8376,1
hsm-4182,hsm-8376,1
hsm-4218,hsm-8376,1
hsm-4240,hsm-8376,1
hsm-4262,hsm-8376,1
hsm-4270,hsm-8376,1
hsm-4292,hsm-8376,1
hsm-4344,hsm-8376,1
hsm-4381,hsm-8376,1
hsm-7742,hsm-8376,1
hsm-4464,hsm-8376,1
hsm-4518,hsm-8376,1
hsm-4521,hsm-8376,1
hsm-4524,hsm-8376,1
hsm-4546,hsm-8376,1
hsm-4556,hsm-8376,1
hsm-4592,hsm-8376,1
hsm-4623,hsm-8376,1
hsm-4632,hsm-8376,1
hsm-4660,hsm-8376,1
hsm-7745,hsm-8376,1
hsm-4696,hsm-8376,1
hsm-7746,hsm-8376,1
hsm-4727,hsm-8376,1
hsm-4746,hsm-8376,1
hsm-4766,hsm-8376,1
hsm-4769,hsm-8376,1
hsm-4793,hsm-8376,1
hsm-4797,hsm-8376,1
hsm-4804,hsm-8376,1
hsm-4883,hsm-8376,1
hsm-4892,hsm-8376,1
hsm-7814,hsm-8376,1
hsm-4925,hsm-8376,1
hsm-4926,hsm-8376,1
hsm-4932,hsm-8376,1
hsm-4935,hsm-8376,1
hsm-4948,hsm-8376,1
hsm-4958,hsm-8376,1
hsm-7751,hsm-8376,1
hsm-5030,hsm-8376,1
hsm-5065,hsm-8376,1
hsm-7815,hsm-8376,1
hsm-5100,hsm-8376,1
hsm-5116,hsm-8376,1
hsm-5117,hsm-8376,1
hsm-5140,hsm-8376,1
hsm-5160,hsm-8376,1
hsm-5215,hsm-8376,1
hsm-5225,hsm-8376,1
hsm-7756,hsm-8376,1
hsm-5258,hsm-8376,1
hsm-7757,hsm-8376,1
hsm-5313,hsm-8376,1
hsm-7759,hsm-8376,1
hsm-5383,hsm-8376,1
hsm-5392,hsm-8376,1
hsm-5426,hsm-8376,1
hsm-5447,hsm-8376,1
hsm-5499,hsm-8376,1
hsm-5526,hsm-8376,1
hsm-5553,hsm-8376,1
hsm-5555,hsm-8376,1
hsm-5572,hsm-8376,1
hsm-5575,hsm-8376,1
hsm-5613,hsm-8376,1
hsm-5615,hsm-8376,1
hsm-5670,hsm-8376,1
hsm-5724,hsm-8376,1
hsm-5725,hsm-8376,1
hsm-5727,hsm-8376,1
hsm-5865,hsm-8376,1
hsm-5869,hsm-8376,1
hsm-5984,hsm-8376,1
hsm-6000,hsm-8376,1
hsm-7818,hsm-8376,1
hsm-6101,hsm-8376,1
hsm-6189,hsm-8376,1
hsm-6220,hsm-8376,1
hsm-6221,hsm-8376,1
hsm-6239,hsm-8376,1
hsm-6267,hsm-8376,1
hsm-7765,hsm-8376,1
hsm-6288,hsm-8376,1
hsm-6299,hsm-8376,1
hsm-6317,hsm-8376,1
hsm-6381,hsm-8376,1
hsm-6402,hsm-8376,1
hsm-6513,hsm-8376,1
hsm-6581,hsm-8376,1
hsm-6646,hsm-8376,1
hsm-6704,hsm-8376,1
hsm-6805,hsm-8376,1
hsm-6877,hsm-8376,1
hsm-6958,hsm-8376,1
hsm-6970,hsm-8376,1
hsm-7828,hsm-8376,1
hsm-7822,hsm-8376,1
hsm-7044,hsm-8376,1
hsm-7049,hsm-8376,1
hsm-7154,hsm-8376,1
hsm-7775,hsm-8376,1
hsm-7776,hsm-8376,1
hsm-7366,hsm-8376,1
hsm-7415,hsm-8376,1
hsm-7781,hsm-8376,1
hsm-7485,hsm-8376,1
hsm-7574,hsm-8376,1
hsm-7825,hsm-8376,1
hsm-7579,hsm-8376,1
hsm-7582,hsm-8376,1
hsm-7583,hsm-8376,1
hsm-7584,hsm-8376,1
hsm-7588,hsm-8376,1
hsm-7593,hsm-8376,1
hsm-7782,hsm-8376,1
hsm-7826,hsm-8376,1
hsm-7632,hsm-8376,1
hsm-7635,hsm-8376,1
hsm-7785,hsm-8376,1
hsm-7650,hsm-8376,1
hsm-7667,hsm-8376,1
hsm-23,hsm-8377,1
hsm-24,hsm-8377,1
hsm-39,hsm-8377,1
hsm-196,hsm-8377,1
hsm-285,hsm-8377,1
hsm-286,hsm-8377,1
hsm-295,hsm-8377,1
hsm-435,hsm-8377,1
hsm-467,hsm-8377,1
hsm-587,hsm-8377,1
hsm-7679,hsm-8377,1
hsm-612,hsm-8377,1
hsm-780,hsm-8377,1
hsm-803,hsm-8377,1
hsm-814,hsm-8377,1
hsm-7794,hsm-8377,1
hsm-858,hsm-8377,1
hsm-860,hsm-8377,1
hsm-928,hsm-8377,1
hsm-943,hsm-8377,1
hsm-964,hsm-8377,1
hsm-981,hsm-8377,1
hsm-1011,hsm-8377,1
hsm-1028,hsm-8377,1
hsm-1062,hsm-8377,1
hsm-1098,hsm-8377,1
hsm-7688,hsm-8377,1
hsm-1126,hsm-8377,1
hsm-1290,hsm-8377,1
hsm-1344,hsm-8377,1
hsm-1346,hsm-8377,1
hsm-1382,hsm-8377,1
hsm-1431,hsm-8377,1
hsm-1501,hsm-8377,1
hsm-1502,hsm-8377,1
hsm-1512,hsm-8377,1
hsm-1566,hsm-8377,1
hsm-1571,hsm-8377,1
hsm-1574,hsm-8377,1
hsm-1615,hsm-8377,1
hsm-1685,hsm-8377,1
hsm-1721,hsm-8377,1
hsm-1722,hsm-8377,1
hsm-1724,hsm-8377,1
hsm-1808,hsm-8377,1
hsm-1852,hsm-8377,1
hsm-1856,hsm-8377,1
hsm-1858,hsm-8377,1
hsm-1919,hsm-8377,1
hsm-7704,hsm-8377,1
hsm-2024,hsm-8377,1
hsm-7798,hsm-8377,1
hsm-7708,hsm-8377,1
hsm-2110,hsm-8377,1
hsm-2713,hsm-8377,1
hsm-2719,hsm-8377,1
hsm-2745,hsm-8377,1
hsm-2806,hsm-8377,1
hsm-2815,hsm-8377,1
hsm-2866,hsm-8377,1
hsm-7715,hsm-8377,1
hsm-3193,hsm-8377,1
hsm-3389,hsm-8377,1
hsm-7723,hsm-8377,1
hsm-3507,hsm-8377,1
hsm-3527,hsm-8377,1
hsm-3877,hsm-8377,1
hsm-3936,hsm-8377,1
hsm-3937,hsm-8377,1
hsm-3943,hsm-8377,1
hsm-3978,hsm-8377,1
hsm-7735,hsm-8377,1
hsm-4056,hsm-8377,1
hsm-4108,hsm-8377,1
hsm-4137,hsm-8377,1
hsm-4260,hsm-8377,1
hsm-4289,hsm-8377,1
hsm-4344,hsm-8377,1
hsm-4347,hsm-8377,1
hsm-7743,hsm-8377,1
hsm-4537,hsm-8377,1
hsm-7814,hsm-8377,1
hsm-7751,hsm-8377,1
hsm-5129,hsm-8377,1
hsm-5215,hsm-8377,1
hsm-7756,hsm-8377,1
hsm-7757,hsm-8377,1
hsm-5284,hsm-8377,1
hsm-5305,hsm-8377,1
hsm-5883,hsm-8377,1
hsm-5891,hsm-8377,1
hsm-6169,hsm-8377,1
hsm-6182,hsm-8377,1
hsm-6220,hsm-8377,1
hsm-6222,hsm-8377,1
hsm-6254,hsm-8377,1
hsm-7765,hsm-8377,1
hsm-6308,hsm-8377,1
hsm-6424,hsm-8377,1
hsm-6472,hsm-8377,1
hsm-6480,hsm-8377,1
hsm-6484,hsm-8377,1
hsm-6689,hsm-8377,1
hsm-6983,hsm-8377,1
hsm-7007,hsm-8377,1
hsm-7187,hsm-8377,1
hsm-7191,hsm-8377,1
hsm-7225,hsm-8377,1
hsm-7323,hsm-8377,1
hsm-7426,hsm-8377,1
hsm-7451,hsm-8377,1
hsm-7453,hsm-8377,1
hsm-7485,hsm-8377,1
hsm-7589,hsm-8377,1
hsm-7596,hsm-8377,1
hsm-7782,hsm-8377,1
hsm-7617,hsm-8377,1
hsm-7633,hsm-8377,1
hsm-7784,hsm-8377,1
hsm-7667,hsm-8377,1
hsm-36,hsm-8378,1
hsm-76,hsm-8378,1
hsm-163,hsm-8378,1
hsm-361,hsm-8378,1
hsm-528,hsm-8378,1
hsm-569,hsm-8378,1
hsm-602,hsm-8378,1
hsm-630,hsm-8378,1
hsm-636,hsm-8378,1
hsm-658,hsm-8378,1
hsm-669,hsm-8378,1
hsm-700,hsm-8378,1
hsm-785,hsm-8378,1
hsm-828,hsm-8378,1
hsm-873,hsm-8378,1
hsm-879,hsm-8378,1
hsm-1280,hsm-8378,1
hsm-1303,hsm-8378,1
hsm-1721,hsm-8378,1
hsm-1768,hsm-8378,1
hsm-1808,hsm-8378,1
hsm-7708,hsm-8378,1
hsm-2320,hsm-8378,1
hsm-2495,hsm-8378,1
hsm-2575,hsm-8378,1
hsm-2615,hsm-8378,1
hsm-2694,hsm-8378,1
hsm-2695,hsm-8378,1
hsm-2927,hsm-8378,1
hsm-3318,hsm-8378,1
hsm-3507,hsm-8378,1
hsm-3936,hsm-8378,1
hsm-7810,hsm-8378,1
hsm-4292,hsm-8378,1
hsm-4344,hsm-8378,1
hsm-4365,hsm-8378,1
hsm-4539,hsm-8378,1
hsm-7745,hsm-8378,1
hsm-4696,hsm-8378,1
