Peptide,Protein,Y
2681,4326,1
2781,3503,0
1478,4327,0
2782,4156,1
2783,4328,0
2784,4105,0
111,4329,0
1400,4330,0
108,4125,0
66,3604,0
2785,4300,0
171,4331,0
2786,4332,0
2787,4333,0
2788,4334,0
435,2916,0
1464,3993,0
2789,3873,0
2790,4335,0
2791,4336,0
2792,3186,0
2793,3260,0
2710,4337,1
2794,2961,0
885,4338,0
