Peptide,Protein,Y
6239.ZK686.1.1,6239.B0511.6.1,0
6239.ZK686.1.1,6239.T04A8.6.1,0
6239.ZK686.1.1,6239.F54C9.1.2,0
6239.ZK686.1.1,6239.T25G3.3.1,0
6239.ZK686.1.1,6239.K11H12.2.1,1
6239.ZK686.1.1,6239.R13A5.8.1,1
6239.ZK686.1.1,6239.F32D8.6.1,0
6239.ZK686.1.1,6239.H06I04.4a.3,0
6239.ZK686.1.1,6239.C56C10.8.2,0
6239.ZK686.1.1,6239.T05A8.5.1,0
6239.ZK686.1.1,6239.F28D1.8.1,0
6239.ZK686.1.1,6239.ZK593.1a.1,0
6239.ZK686.1.1,6239.F22B5.10.1,0
6239.ZK686.1.1,6239.C16A3.6.1,0
6239.ZK686.1.1,6239.F53G12.10.3,1
6239.Y59A8A.8.1,6239.R10E12.1b.1,0
6239.W09H1.2.1,6239.Y47G6A.6.1,0
6239.ZK686.1.1,6239.Y71A12B.1a.1,1
6239.ZK686.1.1,6239.C53H9.2a.1,0
6239.ZK686.1.1,6239.C04F12.4.2,1
6239.ZK686.1.1,6239.B0511.6.1,0
6239.ZK686.1.1,6239.C26E6.6.1,0
6239.ZK686.1.1,6239.F13D11.4.2,1
6239.R08C7.1.1,6239.F40F8.7.1,0
6239.W09H1.2.1,6239.F26H11.2a.1,1
6239.W09H1.2.1,6239.C11G6.1a.1,0
6239.ZK686.1.1,6239.F53F4.11.2,0
6239.ZK686.1.1,6239.Y38E10A.22a.1,0
6239.C36A4.10.1,6239.R05F9.10.1,0
6239.ZK686.1.1,6239.F37C12.4.2,1
6239.ZK686.1.1,6239.K12H4.3.1,0
6239.ZK686.1.1,6239.F10B5.1.2,1
6239.ZK686.1.1,6239.T05A8.5.1,0
6239.ZK686.1.1,6239.B0412.4.1,1
6239.ZK686.1.1,6239.T03D8.2.1,0
6239.ZK686.1.1,6239.H06I04.3a.1,0
6239.ZK686.1.1,6239.D1007.12.1,1
6239.Y59A8A.8.1,6239.C25D7.8.2,0
6239.W09H1.2.1,6239.K07A1.11.1,0
6239.ZK686.1.1,6239.F56F3.5.2,1
6239.ZK686.1.1,6239.C53H9.1.1,1
6239.ZK686.1.1,6239.C16A3.4.2,0
6239.ZK686.1.1,6239.T07A9.11.1,0
6239.C25A8.1.1,6239.C38D4.6a.1,0
6239.ZK686.1.1,6239.C16A3.9.1,1
6239.ZK686.1.1,6239.Y37E3.8a.1,1
6239.ZK686.1.1,6239.T23B12.2.1,0
6239.ZK686.1.1,6239.T24B8.1a.3,1
6239.Y48A6B.4.1,6239.T18D3.7a.1,1
6239.ZK686.1.1,6239.Y37E3.7.3,1
6239.ZK686.1.1,6239.ZC434.2.1,1
6239.ZK686.1.1,6239.R11D1.8.2,1
6239.ZK686.1.1,6239.F07D10.1.1,0
6239.ZK686.1.1,6239.F54E7.2.1,0
6239.ZK686.1.1,6239.T25G3.3.1,0
6239.ZK686.1.1,6239.C16C10.8.1,0
6239.W09H1.2.1,6239.B0041.7.2,0
6239.R08C7.1.1,6239.C27C12.6.1,0
6239.ZK686.1.1,6239.F40F8.10.1,1
6239.ZK686.1.1,6239.T07A9.2.1,0
6239.ZK686.1.1,6239.Y37D8A.18.1,0
6239.W09H1.2.1,6239.ZK1236.2.1,0
6239.ZK686.1.1,6239.K07A12.4a.1,0
6239.ZK686.1.1,6239.Y56A3A.18.1,0
6239.Y59A8A.8.1,6239.C25D7.8.2,0
6239.ZK686.1.1,6239.D1007.6.1,1
6239.ZK686.1.1,6239.C03D6.8.1,1
6239.ZK686.1.1,6239.T08B2.10.2,1
6239.ZK686.1.1,6239.F07D10.1.1,0
6239.ZK686.1.1,6239.C37A2.7.1,0
6239.ZK686.1.1,6239.C49H3.3.1,0
6239.ZK686.1.1,6239.F37F2.2.1,0
6239.ZK686.1.1,6239.Y62E10A.1.2,0
6239.R08C7.1.1,6239.F49H12.1a.1,0
6239.ZK686.1.1,6239.F40F11.1.1,1
6239.ZK686.1.1,6239.ZK652.4.3,1
6239.ZK686.1.1,6239.K08C9.7.1,0
6239.ZK686.1.1,6239.F13B10.2a.1,1
6239.R08C7.1.1,6239.Y51A2D.17.1,0
6239.ZK686.1.1,6239.C14B9.7.1,1
6239.Y59A8A.8.1,6239.C34E10.3.1,0
6239.ZK686.1.1,6239.Y45F10D.12.2,1
6239.ZK686.1.1,6239.R151.3.4,1
6239.ZK686.1.1,6239.Y71F9AL.13a.2,1
6239.ZK686.1.1,6239.C48B6.2.1,0
6239.ZK686.1.1,6239.T24B8.1a.3,1
6239.ZK686.1.1,6239.T22F3.4a.1,0
6239.ZK686.1.1,6239.F52B5.6.5,0
6239.ZK686.1.1,6239.B0250.1.1,1
6239.ZK686.1.1,6239.F37C12.4.2,1
6239.ZK686.1.1,6239.T05F1.1b.1,0
6239.R08C7.1.1,6239.F10C1.5.1,0
6239.ZK686.1.1,6239.Y41E3.4a.1,0
6239.ZK686.1.1,6239.C09H10.2.1,0
6239.ZK686.1.1,6239.ZC434.2.1,1
6239.ZK686.1.1,6239.Y43B11AR.4.1,0
6239.ZK686.1.1,6239.F13H10.6a.2,0
6239.ZK686.1.1,6239.F56D12.5a.2,1
6239.Y59A8A.8.1,6239.C34E10.3.1,0
6239.ZK686.1.1,6239.Y94H6A.3.1,0
6239.ZK686.1.1,6239.B0393.1.2,1
6239.Y59A8A.8.1,6239.Y53H1C.2c.1,0
6239.ZK686.1.1,6239.E02A10.1.1,0
6239.ZK686.1.1,6239.C48B6.2.1,0
6239.ZK686.1.1,6239.F25H5.3e.1,0
6239.ZK686.1.1,6239.C23G10.3.1,1
6239.ZK686.1.1,6239.F13B10.2a.1,1
6239.ZK686.1.1,6239.Y105E8A.16.1,1
6239.R08C7.1.1,6239.T05C12.6a.1,0
6239.B0250.7b.1,6239.K04H4.1a.1,1
6239.ZK686.1.1,6239.W09C5.1.1,1
6239.ZK686.1.1,6239.Y73E7A.1a.1,0
6239.ZK686.1.1,6239.T07A9.14.1,0
6239.ZK686.1.1,6239.F39B2.6.3,1
6239.ZK686.1.1,6239.Y41D4B.5.1,1
6239.W09H1.2.1,6239.C03D6.5.1,0
6239.ZK686.1.1,6239.C26E6.6.1,0
6239.W09H1.2.1,6239.K07A1.12.1,0
6239.ZK686.1.1,6239.F25H5.3e.1,0
6239.ZK686.1.1,6239.F53A3.3a.2,1
6239.ZK686.1.1,6239.Y57G11C.15a.1,0
6239.ZK686.1.1,6239.C16A3.9.1,1
6239.W09H1.2.1,6239.F55A3.3.1,0
6239.ZK686.1.1,6239.C26F1.4.3,1
6239.Y59A8A.8.1,6239.B0507.2.1,0
6239.R08C7.1.1,6239.F44E7.8b.1,0
6239.Y48A6B.4.1,6239.F30F8.3.1,0
6239.ZK686.1.1,6239.C41D11.2.1,0
6239.ZK686.1.1,6239.T04A8.6.1,0
6239.C25A8.1.1,6239.C38D4.6a.1,0
6239.ZK686.1.1,6239.T08B2.10.2,1
6239.R08C7.1.1,6239.F40F8.7.1,0
6239.ZK686.1.1,6239.ZK1010.1.1,1
6239.ZK686.1.1,6239.C06B8.8.6,1
6239.ZK686.1.1,6239.F25G6.8.1,0
6239.ZK686.1.1,6239.Y71F9AL.13a.2,1
6239.ZK686.1.1,6239.F36A2.6.1,1
6239.ZK686.1.1,6239.B0513.3a.1,1
6239.ZK686.1.1,6239.B0303.15.1,0
6239.ZK686.1.1,6239.K04D7.1.3,0
6239.ZK686.1.1,6239.F10E7.5.1,0
6239.ZK686.1.1,6239.F56B3.8a.1,0
6239.ZK686.1.1,6239.F33D4.5.1,0
6239.ZK686.1.1,6239.ZK512.4.2,0
6239.ZK686.1.1,6239.F28C6.7a.1,1
6239.ZK686.1.1,6239.C53H9.1.1,1
6239.ZK686.1.1,6239.ZK1010.1.1,1
6239.ZK686.1.1,6239.F08D12.1.1,0
6239.ZK686.1.1,6239.F54E7.2.1,0
6239.W09H1.2.1,6239.B0041.7.2,0
6239.W09H1.2.1,6239.C11G6.1a.1,0
6239.W09H1.2.1,6239.Y39A1A.12.1,0
6239.ZK686.1.1,6239.F28D1.7a.2,0
6239.ZK686.1.1,6239.F22B5.10.1,0
6239.ZK686.1.1,6239.C43E11.9.1,0
6239.ZK686.1.1,6239.Y48B6A.1.1,0
6239.ZK686.1.1,6239.T04A8.11.1,0
6239.ZK686.1.1,6239.F08D12.1.1,0
6239.ZK686.1.1,6239.W07E6.1a.1,0
6239.ZK686.1.1,6239.F54C9.5.1,1
6239.ZK686.1.1,6239.C16C10.8.1,0
6239.ZK686.1.1,6239.F25H2.10.1,1
6239.ZK686.1.1,6239.F58B3.6.1,0
6239.ZK686.1.1,6239.R74.6.1,0
6239.ZK686.1.1,6239.R13A5.8.1,1
6239.ZK686.1.1,6239.JC8.3a.1,1
6239.ZK686.1.1,6239.Y48G9A.3.1,0
6239.ZK686.1.1,6239.M01F1.2.2,1
6239.ZK686.1.1,6239.Y92H12BR.3a.1,0
6239.R08C7.1.1,6239.F43C1.4.1,0
6239.ZK686.1.1,6239.D1007.6.1,1
6239.ZK686.1.1,6239.F32D8.6.1,0
6239.W09H1.2.1,6239.ZK973.1.1,0
6239.W09H1.2.1,6239.F55A3.3.1,0
6239.ZK686.1.1,6239.T23F2.2b.1,0
6239.ZK686.1.1,6239.C09H10.10a.1,0
6239.ZK686.1.1,6239.F13H10.6a.2,0
6239.Y59A8A.8.1,6239.C34G6.7a.1,0
6239.ZK686.1.1,6239.F55F8.5.2,0
6239.ZK686.1.1,6239.Y48G8AL.7.1,0
6239.ZK686.1.1,6239.B0250.1.1,1
