Peptide,Protein,Y
809,2957,1
810,2852,1
811,2880,1
812,2880,1
813,3301,1
814,3302,1
815,3302,1
816,3302,1
817,3303,1
817,3304,1
818,3305,1
819,3305,1
502,3306,1
820,3298,1
821,3298,1
822,3298,1
823,3298,1
824,2966,1
825,3307,1
826,3219,1
827,3308,1
828,3017,1
609,3309,1
829,2929,1
830,2966,1
830,2859,1
831,3310,1
832,3311,1
833,3139,1
834,3143,1
835,3312,1
835,3313,1
836,3143,1
837,2942,1
838,3314,1
839,3314,1
840,2852,1
841,3315,1
842,2852,1
804,3316,1
843,3317,1
844,3318,1
845,3311,1
846,3319,1
847,3080,1
848,2891,1
849,3298,1
850,2880,1
851,2880,1
852,2880,1
853,2966,1
853,2859,1
854,2929,1
855,3320,1
856,2933,1
857,3321,1
858,3136,1
859,3136,1
860,2998,1
861,3322,1
862,3323,1
863,3324,1
864,3185,1
865,3325,1
866,3250,1
867,3325,1
868,3326,1
869,3326,1
870,3303,1
870,3327,1
871,3303,1
871,3327,1
872,3219,1
873,3250,1
874,3328,1
875,3069,1
875,3329,1
876,2981,1
877,2929,1
878,3330,1
879,3225,1
880,2880,1
881,2880,1
882,3331,1
883,3332,1
884,3084,1
885,2981,1
227,3139,1
886,3333,1
887,3334,1
888,3334,1
889,3335,1
890,3336,1
891,3336,1
892,2859,1
893,2859,1
894,3037,1
895,2930,1
896,2929,1
897,2909,1
885,3315,1
898,3337,1
899,3318,1
900,3318,1
901,3338,1
902,2972,1
903,3000,1
904,3315,1
442,3339,1
154,3324,1
905,3340,1
906,3341,1
907,2880,1
908,3342,1
909,2859,1
910,3219,1
911,3343,1
906,3344,1
912,2933,1
913,3303,1
913,3304,1
914,2998,1
915,3345,1
916,2859,1
917,3135,1
918,3346,1
919,3346,1
920,3346,1
921,3347,1
922,3348,1
923,3348,1
924,3348,1
925,3349,1
926,3348,1
927,3035,1
928,3350,1
929,3305,1
108,3351,1
930,3352,1
237,3353,1
931,3354,1
932,3069,1
933,3069,1
934,3342,1
935,3355,1
935,3356,1
935,3357,1
936,3358,1
798,3359,1
798,3360,1
798,3361,1
798,3362,1
798,3363,1
798,3364,1
799,3359,1
799,3360,1
799,3361,1
799,3362,1
799,3363,1
799,3364,1
937,3365,1
938,3366,1
938,3367,1
937,3368,1
939,3368,1
940,3369,1
941,3370,1
942,3370,1
943,3370,1
944,3370,1
945,3370,1
946,3370,1
947,3000,1
948,3000,1
949,3143,1
950,3000,1
951,3371,1
952,3329,1
953,3329,1
954,3329,1
955,3372,1
956,3372,1
957,3313,1
958,2929,1
959,3287,1
960,3287,1
961,3373,1
962,2966,1
962,2859,1
502,3374,1
963,3375,1
964,3242,1
965,3242,1
966,3242,1
967,3376,1
968,2966,1
969,2859,1
970,2859,1
971,3377,1
972,3313,1
288,3029,1
973,3377,1
854,3377,1
974,2966,1
975,2859,1
976,2966,1
977,2859,1
978,2966,1
978,2859,1
979,3378,1
980,3070,1
981,3070,1
982,3379,1
983,3380,1
984,3381,1
985,3150,1
986,3150,1
987,3150,1
988,2999,1
989,2970,1
990,2970,1
192,2929,1
991,2966,1
992,3069,1
993,3382,1
994,3383,1
551,3236,1
995,2966,1
996,3384,1
997,3066,1
998,3385,1
999,2938,1
1000,3386,1
1001,3387,1
1002,3387,1
1003,3388,1
1004,3389,1
1005,3066,1
1006,3390,1
1007,3303,1
1007,3391,1
1008,3303,1
1008,3391,1
963,3392,1
1009,3371,1
1010,3371,1
258,3393,1
1011,2859,1
1012,3394,1
1013,3136,1
1014,3395,1
1015,3396,1
292,3397,1
1016,3397,1
1017,3397,1
1018,3397,1
1019,3398,1
1020,3399,1
1021,3399,1
1022,3399,1
1023,3399,1
1024,3399,1
1025,3399,1
1026,3399,1
1027,3400,1
1028,3401,1
206,3145,1
1029,3402,1
1030,3403,1
1031,3403,1
1032,3403,1
557,3403,1
1033,3139,1
780,3404,1
1034,3405,1
1035,2930,1
1036,3315,1
1037,3076,1
1038,3017,1
1039,3384,1
1040,2942,1
1041,2942,1
1042,2934,1
1043,2934,1
1044,3315,1
351,3406,1
1045,2898,1
1046,3407,1
1047,2962,1
406,2930,1
1048,3143,1
1049,2894,1
1050,3408,1
1051,3242,1
1052,2924,1
1053,3409,1
369,3410,1
1054,2912,1
1055,3411,1
1056,3244,1
1057,2859,1
1058,2859,1
1059,2859,1
1060,3412,1
1061,3413,1
1062,3414,1
1063,2980,1
1064,3415,1
1065,3416,1
292,3417,1
1066,3418,1
1067,2852,1
1068,3298,1
1069,3298,1
1070,3298,1
1071,3298,1
1072,3419,1
1073,3134,1
1074,3134,1
1075,3420,1
1076,3420,1
1077,3420,1
1078,2930,1
1079,3421,1
1080,3421,1
1081,3421,1
1082,3175,1
1083,3422,1
1084,3423,1
1085,2851,1
1086,2851,1
1087,3424,1
1088,3425,1
1089,2859,1
1090,3426,1
1091,3427,1
1092,3353,1
1093,3428,1
1094,2934,1
1095,3225,1
1096,3429,1
1097,3429,1
1098,3429,1
1099,3429,1
1100,2916,1
1101,3430,1
65,3431,1
1102,3432,1
1103,2852,1
1104,2929,1
1105,3433,1
227,2966,1
1106,3384,1
551,3174,1
1107,2981,1
1108,2966,1
1109,2884,1
1110,2880,1
1111,3434,1
1112,2929,1
1113,2934,1
286,3435,1
1114,3436,1
1115,3437,1
1116,3437,1
1117,3438,1
1118,3432,1
1119,3439,1
1120,3440,1
1094,2859,1
1121,3426,1
1122,3441,1
1123,3442,1
1124,2862,1
1125,3443,1
1126,3060,1
1127,3069,1
1128,3444,1
1129,3445,1
1130,3445,1
1131,3445,1
1132,3445,1
1133,3445,1
1134,3445,1
1135,3446,1
1008,3203,1
292,3203,1
1136,3203,1
557,3203,1
1137,3378,1
1138,3447,1
1139,2966,1
1140,2911,1
1141,2911,1
959,2940,1
1142,3250,1
1143,3448,1
1144,3448,1
1145,3449,1
1146,3450,1
1147,3069,1
676,3451,1
1148,3070,1
1149,3452,1
1150,3453,1
1151,2859,1
1152,3454,1
1153,3455,1
1154,3456,1
1155,3457,1
1156,2934,1
1157,2966,1
1158,2966,1
1159,3280,1
692,2957,1
500,2957,1
1160,2957,1
1161,2957,1
1162,2957,1
1163,3458,1
1164,2932,1
1165,3459,1
1166,3460,1
1167,3126,1
1168,3292,1
1169,3292,1
1170,3292,1
1171,3461,1
1172,3461,1
1173,3462,1
1174,3462,1
1175,2934,1
1176,3463,1
1177,3464,1
163,3465,1
764,3465,1
1178,3465,1
1179,3465,1
1180,3465,1
1181,3465,1
164,3465,1
1182,3465,1
770,3465,1
1183,3466,1
1184,3467,1
1185,3229,1
1185,3468,1
1186,3469,1
1187,3470,1
1188,3471,1
1189,3222,1
1190,3222,1
1191,3222,1
1192,3222,1
1193,3222,1
1194,3222,1
1195,3472,1
1195,3473,1
472,3408,1
1196,3067,1
1197,3474,1
1198,3475,1
1198,3182,1
1199,3475,1
1199,3182,1
1200,2939,1
1201,3219,1
1202,3433,1
746,3174,1
1203,3476,1
1204,3203,1
1205,3203,1
1206,2898,1
1207,3175,1
1208,3477,1
1209,3478,1
1172,3479,1
1210,3479,1
1211,2916,1
1212,2916,1
1213,2894,1
1214,2939,1
1215,3480,1
1216,3481,1
1217,3482,1
1218,2961,1
1219,2916,1
1220,2916,1
1172,3483,1
1221,3483,1
1222,3484,1
1223,3479,1
1224,3479,1
1225,3485,1
1226,3486,1
1227,3486,1
1228,3066,1
1229,3066,1
1230,3066,1
1231,3066,1
1232,3487,1
1233,3488,1
1234,3489,1
1235,2942,1
1236,2942,1
1237,3490,1
1238,3491,1
1239,2852,1
1240,2852,1
1241,3492,1
1242,3493,1
1243,3494,1
1244,3303,1
1244,3495,1
1245,3303,1
1245,3495,1
1246,3312,1
1246,3313,1
1247,3496,1
1248,3143,1
1249,3143,1
1250,3340,1
1251,3497,1
260,3498,1
1252,3022,1
1253,3216,1
1254,3499,1
1255,3500,1
1256,3500,1
1257,3501,1
1258,3501,1
1259,3502,1
1260,3503,1
1261,2852,1
1262,3504,1
1262,3505,1
286,3506,1
1263,3175,1
300,3507,1
1264,2998,1
1265,2876,1
1266,3508,1
1267,3509,1
1268,3510,1
1269,3508,1
1270,3121,1
1271,3133,1
1272,3133,1
694,3511,1
1273,3512,1
1274,2880,1
1275,3029,1
1276,3513,1
108,3514,1
192,2940,1
1277,3515,1
1278,3410,1
1279,3287,1
1280,2852,1
1281,2852,1
1282,3516,1
1283,3516,1
1284,3517,1
1285,3517,1
1286,2894,1
1287,3518,1
1288,3519,1
1289,2880,1
1290,3520,1
1291,3521,1
1292,2918,1
1293,2918,1
1294,2918,1
1295,2911,1
1296,3476,1
1297,3522,1
1298,3242,1
1299,2999,1
1300,3523,1
1301,3524,1
1302,3524,1
1303,3524,1
1304,3427,1
1305,3525,1
1306,2929,1
1307,3384,1
1308,3065,1
1309,3065,1
1310,3065,1
1311,3065,1
1312,3065,1
1313,3065,1
1314,3526,1
1315,2894,1
1316,2874,1
1317,2874,1
1318,3340,1
1319,3527,1
1171,3528,1
1320,3529,1
1321,2893,1
1322,2966,1
1322,2859,1
1323,2966,1
1323,2859,1
1324,3396,1
1325,3530,1
1326,3531,1
1327,3532,1
1328,3533,1
1329,2927,1
675,3534,1
292,3534,1
1330,3535,1
1331,3536,1
1332,3469,1
1332,2850,1
1333,3527,1
649,3527,1
1334,2916,1
1335,3537,1
1336,3538,1
1337,3539,1
1017,3174,1
1338,3540,1
1338,3541,1
1339,2852,1
1340,3542,1
1341,3069,1
1342,2916,1
1343,3184,1
1344,3445,1
1345,3543,1
1346,3544,1
1347,3545,1
1348,2874,1
1348,3546,1
1349,3527,1
1350,2934,1
1351,2934,1
1352,2934,1
1353,3313,1
1354,3547,1
1355,3548,1
1355,3549,1
1355,3333,1
1356,3091,1
1357,3091,1
1358,3091,1
1359,3550,1
1360,3372,1
1361,3551,1
1362,3372,1
1363,3552,1
1364,3028,1
1365,3553,1
1366,3465,1
1367,3465,1
1368,3465,1
1369,3465,1
1370,3465,1
1371,3465,1
1372,3253,1
406,2940,1
292,3554,1
1373,3555,1
1374,3076,1
1375,3076,1
1376,3556,1
1377,2936,1
1378,2936,1
1379,2936,1
1380,2936,1
1381,2936,1
1382,3017,1
1383,2942,1
1384,3384,1
1385,3139,1
179,3139,1
1386,2859,1
1387,3557,1
1388,3517,1
1389,3517,1
1390,3517,1
1391,3517,1
1392,3517,1
1393,3517,1
1394,3517,1
1395,2966,1
1396,2966,1
1396,2859,1
968,3139,1
1397,2881,1
959,3514,1
1398,3558,1
1399,3559,1
1400,3560,1
1401,3517,1
1402,3517,1
1403,2884,1
224,3561,1
1404,3562,1
1405,3562,1
1406,2916,1
1407,3550,1
1408,3563,1
502,3564,1
1409,3562,1
502,3565,1
1410,2934,1
1411,2859,1
1412,3352,1
1413,3451,1
1414,3566,1
1415,3566,1
1416,3566,1
1417,3567,1
1418,2911,1
1419,2998,1
1420,2852,1
596,3568,1
1421,3569,1
1422,3570,1
1423,3571,1
1424,3571,1
1425,3571,1
1426,3571,1
1427,3572,1
1428,2894,1
1429,2998,1
1430,2894,1
1431,3573,1
1432,3396,1
566,3574,1
1433,3575,1
1434,3486,1
1435,3486,1
1436,3486,1
1437,3486,1
1438,3170,1
1439,3170,1
1440,3576,1
1441,3576,1
1442,3184,1
1443,3184,1
1444,3184,1
1445,3577,1
497,3578,1
1446,2939,1
1447,2939,1
1448,2939,1
1449,3517,1
1450,3517,1
1451,3517,1
1452,3517,1
1453,3579,1
1454,2859,1
1454,3580,1
206,3029,1
1455,2942,1
1456,3303,1
1456,3581,1
1457,3582,1
1458,3583,1
1459,3543,1
1460,3584,1
1461,2884,1
1462,2884,1
1463,3585,1
780,3586,1
1464,3432,1
1465,3406,1
1466,2918,1
1467,2918,1
1468,2918,1
1469,3587,1
1470,3587,1
1471,3070,1
1472,3070,1
1473,3070,1
1474,3070,1
1475,3070,1
1476,2884,1
1477,3410,1
1478,3588,1
1479,3588,1
1480,3543,1
1481,3589,1
1482,3108,1
1483,2998,1
369,2998,1
163,3590,1
764,3590,1
1366,3590,1
766,3590,1
1484,3590,1
1485,3590,1
1369,3590,1
1182,3590,1
770,3590,1
1486,3254,1
1487,3254,1
1488,3068,1
1489,2934,1
1490,2934,1
1491,3591,1
1492,2959,1
764,2959,1
1178,2959,1
1179,2959,1
1493,2959,1
1494,2959,1
1495,2959,1
1496,2959,1
1182,2959,1
770,2959,1
780,3592,1
1497,3592,1
1498,3593,1
1499,2940,1
1500,2966,1
1500,2859,1
1501,3139,1
1502,3324,1
1503,3594,1
1504,3595,1
292,3595,1
1505,2934,1
1506,3244,1
1507,3596,1
1508,3145,1
1007,3597,1
1509,3517,1
1510,3517,1
1511,3597,1
1512,3598,1
1513,3598,1
1006,3315,1
292,3599,1
1514,2918,1
1515,2918,1
884,3600,1
1516,3601,1
1517,3384,1
1518,3602,1
1519,3603,1
1520,2859,1
1521,2966,1
1522,2966,1
1523,3324,1
1524,3324,1
1525,3604,1
1526,3604,1
1527,3605,1
1528,3243,1
1529,2961,1
1530,3254,1
1531,3563,1
1532,3606,1
1533,3607,1
1534,3607,1
1535,3563,1
1536,3563,1
1537,3303,1
1537,3608,1
1537,3609,1
1538,3610,1
1539,3377,1
1539,3611,1
1540,2884,1
1541,3068,1
780,3612,1
1492,3284,1
1178,3284,1
1179,3284,1
1493,3284,1
1494,3284,1
1496,3284,1
1182,3284,1
1542,3613,1
1543,3614,1
1544,3614,1
1545,3614,1
1546,3604,1
1547,3604,1
1548,3615,1
1548,3616,1
1549,3617,1
69,3618,1
1550,2966,1
1550,2859,1
1551,2966,1
1551,2859,1
1552,2966,1
1553,2916,1
1554,3068,1
1555,3068,1
1556,3619,1
163,3284,1
1180,3284,1
1181,3284,1
1368,3284,1
1557,3465,1
1557,3284,1
163,3620,1
764,3620,1
1178,3620,1
1367,3620,1
1180,3620,1
1181,3620,1
1368,3620,1
164,3620,1
1182,3620,1
1557,3620,1
1558,3621,1
1559,3621,1
1560,3092,1
718,3622,1
1561,3445,1
1562,3445,1
18,3623,1
1563,3624,1
292,3625,1
292,3626,1
1564,2880,1
1565,3627,1
1566,3628,1
1567,3629,1
1568,3630,1
1569,3252,1
1205,3631,1
1570,3632,1
1571,3633,1
1572,3634,1
1573,3188,1
1574,3188,1
1575,3635,1
1576,3636,1
1577,3637,1
1577,3638,1
1577,3639,1
1577,3640,1
1577,3641,1
1578,3637,1
1578,3638,1
1578,3639,1
1578,3640,1
1578,3641,1
1579,3642,1
1580,2859,1
1577,3643,1
1581,3644,1
1582,3645,1
1583,3457,1
1185,3457,1
1584,3457,1
1585,3377,1
1586,3646,1
1587,3647,1
1588,3648,1
1588,3649,1
1589,3377,1
1590,3377,1
1591,3184,1
1592,3650,1
1593,3651,1
1594,3315,1
1595,2936,1
1596,3652,1
1597,3652,1
