Peptide,Protein,Y
Q8TGU5,P07834,0
Q8TGU5,P39007,0
Q8TGU5,P32468,0
Q8TGU5,P32458,0
Q3E774,P38198,0
Q3E774,P32458,0
Q3E774,P14743,0
Q3E774,P11745,0
Q3E774,P40991,0
Q3E774,P23293,0
Q3E7Z7,Q04048,0
Q3E7Z7,P39940,0
Q3E7Z7,P11914,0
Q3E7Z7,P15938,0
Q3E7Z7,Q04673,0
Q3E7Z7,P54784,0
Q3E7Z7,Q03103,0
Q3E789,P19736,0
Q3E789,P00958,0
Q3E789,P38764,0
Q3E789,P38770,0
Q3E789,P38826,0
Q3E789,P80428,0
Q3E789,P47027,0
Q3E789,Q12267,0
Q3E789,P54784,0
Q3E789,P29295,0
Q3E818,Q07478,0
P0C1Z1,P24583,0
P0C1Z1,P30777,0
P0C1Z1,P16474,0
P0C1Z1,P47026,0
P0C1Z1,P41733,0
P0C1Z1,Q03103,0
P0C1Z1,P11745,0
P0C1Z1,Q04174,0
P0C1Z1,P14906,0
P0C1Z1,P22023,0
Q3E7B0,Q12377,0
Q3E7B0,P25694,0
Q3E7B0,Q12018,0
Q3E7B0,Q04048,0
Q3E7B0,P39007,0
Q3E7B0,P25045,0
Q3E7B0,P40991,0
Q3E7B0,Q08446,0
Q3E7B0,Q06103,0
Q8TGT8,Q12158,0
Q8TGT8,P19736,0
Q8TGT8,Q04264,0
Q8TGT8,P49960,0
Q8TGT8,Q03532,0
Q8TGT7,P32896,0
Q8TGT7,P32776,0
Q8TGT7,P43589,0
Q8TGT7,P32468,0
Q8TGT7,P29704,0
Q8TGT7,P16474,0
Q8TGT7,P32458,0
Q8TGT7,P33299,0
Q8TGT7,Q03103,0
Q8TGT7,Q08446,0
Q3E7Z6,P24583,0
Q3E7Z6,P38112,0
Q3E7Z6,Q12315,0
Q3E7Z6,P32916,0
Q3E7Z6,Q04048,0
Q3E7Z6,P30777,0
Q3E7Z6,P00958,0
Q3E7Z6,P29704,0
Q3E7Z6,P39014,0
Q3E7Z6,P32354,0
Q3E7Z6,P32521,0
Q3E7Z6,P20457,0
Q3E7Z6,P32915,0
Q3E7Z6,P41733,0
Q3E7Z6,Q04693,0
Q3E7Z6,P11745,0
Q3E7Z6,P25045,0
Q3E7Z6,P13382,0
Q3E7Z6,Q08204,0
Q3E7Z6,Q08685,0
Q3E7Z6,P14906,0
Q3E7Z6,Q02776,0
Q3E7Z6,Q12406,0
Q3E758,P24583,0
Q3E758,Q12158,0
Q3E758,P19736,0
Q3E758,Q99207,0
Q3E758,Q12099,0
Q3E758,P39079,0
Q3E758,P39940,0
Q3E758,P07834,0
Q8TGT6,P04050,0
Q8TGT6,P05453,0
Q8TGT6,P04821,0
Q8TGT6,P08518,0
Q3E815,Q12158,0
Q3E815,P53038,0
Q3E7Z3,P19735,0
Q3E7Z3,P04050,0
Q3E7Z3,P05453,0
Q3E7Z3,Q03782,0
Q3E7Z3,P39940,0
Q3E7Z3,P32794,0
Q3E7Z3,Q03124,0
Q3E7Z3,P11745,0
Q3E7Z3,P11655,0
Q3E7Z3,P38996,0
Q3E7Z3,P23293,0
Q3E737,P39927,0
Q3E837,P32776,0
Q3E837,P39940,0
Q3E837,P32468,0
Q3E837,P32523,0
Q3E837,P53742,0
Q3E837,Q08685,0
Q3E837,Q02457,0
Q8TGT3,P11433,0
Q8TGT3,P38112,0
Q8TGT3,P48837,0
Q8TGT3,P46677,0
Q8TGT3,P38873,0
Q8TGT3,P33299,0
Q8TGT3,P21304,0
Q8TGT3,P04821,0
Q8TGT3,P53742,0
Q8TGT3,Q08446,0
Q8TGT3,P53549,0
Q8TGT3,P09032,0
Q8TGT3,Q12308,0
Q3E801,P27636,0
Q3E801,P29469,0
Q3E801,P38042,0
Q3E801,P38132,0
Q3E801,P32381,0
Q3E801,P25694,0
Q3E801,P04050,0
Q3E801,Q99207,0
Q3E801,Q12063,0
Q3E801,P32797,0
Q3E801,P40970,0
Q3E801,P32896,0
Q3E801,P22213,0
Q3E801,P32776,0
Q3E801,Q06680,0
Q3E801,P32908,0
Q3E801,P43636,0
Q3E801,P21827,0
Q3E801,P53040,0
Q3E801,P26309,0
Q3E801,Q01159,0
Q3E801,P33891,0
Q3E801,P18898,0
Q3E801,P22204,0
Q3E801,P39927,0
Q3E801,P10614,0
Q3E801,P38875,0
Q3E801,P41543,0
Q3E801,P32600,0
Q3E801,P32523,0
Q3E801,P37297,0
Q3E801,Q12749,0
Q3E801,Q04305,0
Q3E801,Q05021,0
Q3E801,Q02555,0
Q3E801,P25045,0
Q3E801,P40991,0
Q3E801,P13382,0
Q3E801,P11655,0
Q3E801,P53742,0
Q3E801,Q99383,0
Q3E801,Q08446,0
Q3E801,Q08683,0
Q3E801,P20053,0
Q8TGT2,P09436,0
Q8TGT2,P24583,0
Q8TGT2,P25694,0
Q8TGT2,P32325,0
Q8TGT2,P12612,0
Q8TGT2,P39940,0
Q8TGT2,P39007,0
Q8TGT2,P53734,0
Q3E7A0,P38132,0
Q3E7A0,P32797,0
Q3E7A0,P32896,0
Q3E7A0,P32776,0
Q3E7A0,P07834,0
Q3E7A0,Q01939,0
Q3E7A0,P39014,0
Q3E7A0,P32458,0
Q3E7A0,Q12406,0
Q3E813,P06101,0
Q3E813,P53135,0
Q3E813,P47027,0
Q3E813,P33299,0
Q3E813,Q03718,0
Q3E813,P54784,0
Q3E813,P08518,0
P0CY04,P38211,0
P0CY04,P32833,0
P0CY04,P16661,0
P0CY04,P38132,0
P0CY04,P04050,0
P0CY04,P53622,0
P0CY04,Q12099,0
P0CY04,Q12176,0
P0CY04,P40970,0
P0CY04,P32896,0
P0CY04,P11075,0
P0CY04,P40986,0
P0CY04,P23394,0
P0CY04,P49018,0
P0CY04,P39940,0
P0CY04,P32908,0
P0CY04,P07834,0
P0CY04,Q01939,0
P0CY04,P43636,0
P0CY04,P53148,0
P0CY04,P26309,0
P0CY04,P53038,0
P0CY04,P32504,0
P0CY04,P39927,0
P0CY04,P16522,0
P0CY04,P38875,0
P0CY04,Q01852,0
P0CY04,P40482,0
P0CY04,P19658,0
P0CY04,P47026,0
P0CY04,P0CS90,0
P0CY04,P46675,0
P0CY04,P40991,0
P0CY04,P53550,0
P0CY04,P53914,0
P0CY04,Q12362,0
P0CY04,Q99383,0
P0CY04,Q12024,0
P0CY04,P32333,0
P0CY04,P26637,0
P0CY04,O13297,0
P0CY04,Q06822,0
P0CY04,Q06103,0
P0CY04,P20053,0
P0CY04,P11433,0
P0CY04,P38859,0
P0CY04,P47027,0
P0CY04,Q03718,0
P0CY04,Q03718,0
P0CY04,P11745,0
P0CY04,Q12406,0
Q3E732,P25655,0
Q3E732,Q12377,0
Q3E732,P06101,0
Q3E732,P05453,0
Q3E732,P40986,0
Q3E732,Q00684,0
Q3E732,Q01939,0
Q3E732,P38764,0
Q3E732,P40486,0
Q3E732,P09798,0
Q3E732,P20457,0
Q3E732,P33299,0
Q3E732,Q12745,0
Q3E732,P40969,0
Q3E732,P13382,0
Q3E732,Q08446,0
Q8TGT1,P32333,0
Q3E7A6,P38112,0
Q3E7A6,P38129,0
Q3E7A6,P06101,0
Q3E7A6,P32776,0
Q3E7A6,P40094,0
Q3E7A6,P39007,0
Q3E7A6,P53040,0
Q3E7A6,P38863,0
Q3E7A6,Q12102,0
Q3E7A6,P17555,0
Q3E7A6,Q99383,0
Q3E7A6,P08518,0
Q3E7A6,Q02776,0
Q3E7A6,Q12406,0
Q8TGS7,P27636,0
Q8TGS7,P18759,0
Q8TGS7,P38132,0
Q8TGS7,P40327,0
Q8TGS7,Q12377,0
Q8TGS7,P15436,0
Q8TGS7,P25694,0
Q8TGS7,P53622,0
Q8TGS7,Q12250,0
Q8TGS7,Q12099,0
Q8TGS7,Q12176,0
Q8TGS7,P40986,0
Q8TGS7,P28791,0
Q8TGS7,P40061,0
Q8TGS7,P26309,0
Q8TGS7,P32558,0
Q8TGS7,P22224,0
Q8TGS7,P07806,0
Q8TGS7,P48837,0
Q8TGS7,P32504,0
Q8TGS7,P00958,0
Q8TGS7,P16522,0
Q8TGS7,P09119,0
Q8TGS7,P46957,0
Q8TGS7,P46673,0
Q8TGS7,P47112,0
Q8TGS7,P32458,0
Q8TGS7,P09798,0
Q8TGS7,P20457,0
Q8TGS7,Q07830,0
Q8TGS7,P32915,0
Q8TGS7,P40991,0
Q8TGS7,P20095,0
Q8TGS7,P11655,0
Q8TGS7,P32377,0
Q8TGS7,P08518,0
Q8TGS7,P06634,0
Q8TGS7,P10964,0
Q8TGS7,Q02724,0
Q8TGS7,P32333,0
Q8TGS7,O13297,0
Q3E782,P27636,0
Q3E782,P25694,0
Q3E782,Q12176,0
Q3E782,Q03782,0
Q3E782,P43589,0
Q3E782,P10614,0
Q3E782,P32468,0
Q3E782,P38875,0
Q8TGS5,P04050,0
Q8TGS5,P89102,0
Q8TGS5,P48837,0
Q8TGS5,P38875,0
Q8TGS5,P33299,0
Q8TGS5,Q08649,0
Q8TGS5,Q02724,0
Q8TGS5,P23293,0
Q8TGS5,P15303,0
Q8TGS4,P34111,0
Q8TGS4,P19736,0
Q8TGS4,P32776,0
Q8TGS4,Q05946,0
Q8TGS4,P14906,0
Q3E767,Q12018,0
Q3E767,P05453,0
Q3E767,P38764,0
Q3E767,P32468,0
P0C271,P38198,0
P0C271,P19735,0
P0C271,P06101,0
P0C271,P05453,0
P0C271,P39940,0
P0C271,P46677,0
P0C271,P32468,0
P0C271,P80428,0
P0C271,P04821,0
P0C271,P32794,0
P0C271,Q04660,0
P0C271,P53742,0
P0C271,P10964,0
P0C271,Q12308,0
Q3E808,P32896,0
Q3E808,P07834,0
Q3E808,P43589,0
Q3E808,P53135,0
Q3E808,P26309,0
Q3E808,P38770,0
Q3E808,P38859,0
Q3E808,P47027,0
Q3E808,P32458,0
Q3E808,Q12267,0
Q3E808,P25045,0
Q3E808,P06634,0
Q3E808,P23293,0
P34166,P15436,0
P34166,Q12250,0
P34166,P39940,0
P34166,P53201,0
P34166,P32915,0
P34166,P54784,0
P34166,P11745,0
Q8TGJ2,Q12158,0
Q8TGJ2,P15436,0
Q8TGJ2,Q12018,0
Q8TGJ2,P32896,0
Q8TGJ2,P38960,0
Q8TGJ2,P32776,0
Q8TGJ2,Q01939,0
Q8TGJ2,P53040,0
Q8TGJ2,P18898,0
Q8TGJ2,P38859,0
Q8TGJ2,P32523,0
Q8TGJ2,P46675,0
Q8TGJ2,Q12460,0
Q8TGJ2,Q04372,0
Q8TGJ2,Q04264,0
Q8TGJ2,P25045,0
Q8TGJ2,Q08204,0
Q8TGJ2,Q99383,0
Q8TGJ2,Q08683,0
Q8TGJ2,P29295,0
Q8TGJ2,Q12464,0
Q8TGS2,Q07979,0
Q3E7Z9,P38132,0
Q3E7Z9,Q12018,0
Q3E7Z9,Q12099,0
Q3E7Z9,P32468,0
Q3E7Z9,P32354,0
Q3E7Z9,P32523,0
Q3E7Z9,Q03103,0
Q3E7Z9,P29295,0
Q3E7Y7,P38121,0
Q3E7Y7,P39940,0
Q3E7Y7,P29704,0
Q3E7Y7,P32458,0
Q3E7Y7,Q03124,0
Q3E7Y7,Q04264,0
Q3E7Y7,P07263,0
Q8TGR9,P38198,0
Q8TGR9,P06101,0
Q8TGR9,P23293,0
Q8TGQ7,P05453,0
Q8TGQ7,P39940,0
Q8TGQ7,P40094,0
Q8TGQ7,P46677,0
Q8TGQ7,P32468,0
Q8TGQ7,P46957,0
Q8TGQ7,P32458,0
Q8TGQ7,P29496,0
Q8TGQ7,P32457,0
Q8TGQ7,P32794,0
Q8TGQ7,Q03532,0
Q8TGQ7,P32377,0
Q8TGQ7,P53742,0
Q8TGQ7,Q08446,0
Q8TGQ7,P13188,0
Q8TGQ7,Q08649,0
Q3E741,P32327,0
Q3E741,P43579,0
Q8TGV0,Q03897,0
Q8TGV0,P36120,0
Q8TGV0,P40395,0
Q8TGV0,Q03104,0
Q8TGV0,Q03529,0
Q8TGV0,Q06813,0
Q8TGU8,P19262,0
Q8TGU8,P38699,0
Q8TGU8,P36120,0
Q8TGU8,P32769,0
Q8TGU8,P16862,0
Q8TGU8,Q03656,0
Q8TGU8,P53938,0
Q8TGU8,P33300,0
P0C269,P36120,0
P0C269,Q08924,0
P0C269,O13585,0
Q3E820,P31382,0
Q3E820,P07866,0
Q3E820,P33775,0
Q3E820,Q07533,0
Q3E820,P31688,0
Q3E820,P38961,0
Q3E820,P08566,0
Q3E820,P46674,0
Q3E820,Q05580,0
Q3E820,P40077,0
Q3E820,P16387,0
Q3E820,Q00772,0
Q3E820,P32361,0
Q3E820,Q01389,0
Q3E820,P36003,0
Q3E820,Q06685,0
Q3E820,P50109,0
Q3E820,Q03529,0
Q3E820,P53968,0
Q3E820,Q92331,0
Q3E820,P32913,0
Q3E781,P38071,0
Q3E781,Q12142,0
Q3E781,P47051,0
Q3E781,Q06164,0
Q3E781,Q08550,0
Q3E781,Q12139,0
Q3E781,P25042,0
Q3E781,Q12321,0
Q3E781,P30283,0
Q3E781,P06738,0
P0CX86,Q04433,0
P0CX86,P43579,0
P0CX86,P10081,0
P0CX86,P32801,0
P0CX86,Q06689,0
Q99380,P39702,0
Q99380,P10591,0
Q99380,P31374,0
Q99380,P27825,0
Q99380,P27637,0
Q99380,P32789,0
Q99380,P32784,0
Q99380,P02994,0
Q99380,P38273,0
Q99380,P38288,0
Q99380,P38125,0
Q99380,P38126,0
Q99380,P38131,0
Q99380,Q01448,0
Q99380,P38321,0
Q99380,P38138,0
Q99380,P38151,0
Q99380,P38332,0
Q99380,P38335,0
Q99380,P38339,0
Q99380,P37292,0
Q99380,P25568,0
Q99380,P25569,0
Q99380,P16120,0
Q99380,Q01589,0
Q99380,P39109,0
Q99380,P17121,0
Q99380,P41809,0
Q99380,Q03306,0
Q99380,Q04433,0
Q99380,P29467,0
Q99380,P40068,0
Q99380,P10356,0
Q99380,P39960,0
Q99380,P33306,0
Q99380,P43579,0
Q99380,P43551,0
Q99380,P34756,0
Q99380,P43601,0
Q99380,P43612,0
Q99380,P43633,0
Q99380,P53191,0
Q99380,P53008,0
Q99380,P53150,0
Q99380,P53129,0
Q99380,P53125,0
Q99380,P22855,0
Q99380,P13586,0
Q99380,P53104,0
Q99380,Q02793,0
Q99380,P53075,0
Q99380,P32334,0
Q99380,P53255,0
Q99380,P40260,0
Q99380,P19812,0
Q99380,P46949,0
Q99380,P50077,0
Q99380,P50076,0
Q99380,P50089,0
Q99380,P46682,0
Q99380,P53324,0
Q99380,P38757,0
Q99380,P38694,0
Q99380,P32361,0
Q99380,P23291,0
Q99380,P38862,0
Q99380,P40504,0
Q99380,P40492,0
Q99380,P40483,0
Q99380,P40475,0
Q99380,P40454,0
Q99380,P32191,0
Q99380,P21657,0
Q99380,P47061,0
Q99380,P47049,0
Q99380,P40335,0
Q99380,P47039,0
Q99380,P40361,0
Q99380,P40856,0
Q99380,P47013,0
Q99380,P34110,0
Q99380,P32604,0
Q99380,P46992,0
Q99380,P46985,0
Q99380,P32944,0
Q99380,P32525,0
Q99380,P47102,0
Q99380,P47103,0
Q99380,P37020,0
Q99380,P47124,0
Q99380,P47154,0
Q99380,P25502,0
Q99380,P36081,0
Q99380,P36008,0
Q99380,P34244,0
Q99380,Q01802,0
Q99380,Q00711,0
